id,store_name,email,phone_number,store_address
975,مجموعة الفوزان,ri2z3ccf@outlook.com,+966 523832462,شارع جامعة الدول العربية، الإسكندرية، 72661
976,مؤسسة الحلول الرقمية,pmjlp8rq@solix-agent.ai,+966 582058030,شارع العليا، الدمام، 61656
977,مجموعة الفوزان,cndj10kx@example.com,+966 533119717,طريق الملك فهد، دبي، 55700
978,مجموعة الفوزان,8uqkmi03@outlook.com,+966 512504730,شارع التخصصي، مكة المكرمة، 62843
979,مجموعة الفوزان,0xn14c4f@outlook.com,+966 538953617,شارع العليا، دبي، 87163
980,شركة التقنية المتقدمة,7k69j6fa@datafactory.io,+966 521179646,شارع الملك عبد العزيز، دبي، 36785
981,شركة الرياض للتجارة,cldox8v9@gmail.com,+966 503622182,شارع جامعة الدول العربية، دبي، 19836
982,شركة الرياض للتجارة,lqmur8w1@example.com,+966 598544804,شارع الملك عبد العزيز، الدمام، 20847
983,مجموعة الفوزان,gha8dnw9@datafactory.io,+966 505096979,طريق الملك فهد، جدة، 91469
984,مجموعة الفوزان,maj1f6fy@solix-agent.ai,+966 523300529,شارع التخصصي، مكة المكرمة، 61501
985,مؤسسة الحلول الرقمية,jjks8yjl@datafactory.io,+966 523208111,شارع الملك عبد العزيز، الإسكندرية، 54602
986,مؤسسة الحلول الرقمية,oe5ai67h@solix-agent.ai,+966 584054019,شارع الملك عبد العزيز، الإسكندرية، 85192
987,شركة الرياض للتجارة,k9cu1lmd@example.com,+966 553490149,شارع جامعة الدول العربية، الدمام، 43770
988,شركة التقنية المتقدمة,cpwigza2@example.com,+966 515150197,شارع التخصصي، الدمام، 42817
989,شركة التقنية المتقدمة,3e12m500@solix-agent.ai,+966 517313456,شارع العليا، الدمام، 50927
990,مؤسسة الحلول الرقمية,ydy9c64t@solix-agent.ai,+966 532023030,شارع الملك عبد العزيز، دبي، 28647
991,مؤسسة الحلول الرقمية,h3k5s0yq@solix-agent.ai,+966 547733625,شارع التخصصي، دبي، 26570
992,مجموعة الفوزان,kqior1fy@outlook.com,+966 502398877,شارع جامعة الدول العربية، الرياض، 48849
993,شركة التقنية المتقدمة,4g3ve8lo@gmail.com,+966 584267924,شارع العليا، دبي، 75522
994,مؤسسة الحلول الرقمية,6hbmtyir@yahoo.com,+966 572147481,شارع التخصصي، دبي، 82549
995,مجموعة الفوزان,1br3h97u@solix-agent.ai,+966 539089850,شارع جامعة الدول العربية، جدة، 47065
996,مؤسسة الحلول الرقمية,g8xts06n@datafactory.io,+966 501309526,طريق الملك فهد، القاهرة، 31777
997,مؤسسة الحلول الرقمية,obf9amms@outlook.com,+966 527115365,شارع الملك عبد العزيز، الرياض، 33758
998,شركة التقنية المتقدمة,sgabd32b@example.com,+966 502046393,شارع الملك عبد العزيز، الإسكندرية، 78093
999,شركة التقنية المتقدمة,xv6rwcuu@outlook.com,+966 544148624,شارع العليا، القاهرة، 99185
1000,مؤسسة الحلول الرقمية,psdfd188@datafactory.io,+966 538662658,شارع الملك عبد العزيز، الدمام، 60281
