id,store_name,email,phone_number,address,product_name,price,quantity,category,description,date_added,date_updated,seller_name,rating,review_count,image_url,weight,dimensions,material,color
53,شركة التقنية المتقدمة,43851ntr@yahoo.com,+966 514068357,شارع العليا، الإسكندرية، 49711,دعم معايير فني موافقة دعم تأكيد.,309.71,89,ألعاب,معالجة عميل معالجة تقرير نجاح شحن. عميل مراجعة تسليم معالجة فريق توصيل نجاح مستندات. نشط مالي مالي تحديث حالة بيانات عمليات. دعم نظام فني سائق توصيل خطوة ملف سائق معالجة تحديث خطوة تقرير.,2020-03-08,2023-05-10,ياسمين رضوان,4,49,فني تأكيد نظام سائق تأكيد نشط.,38.28,63 سم × 96 سم × 52 سم,خشب,أحمر
54,شركة التقنية المتقدمة,9qam3py5@datafactory.io,+966 535184077,شارع العليا، الإسكندرية، 74454,سائق تأكيد تقرير عمليات تحديث معايير.,536.21,14,رياضة,مالي شحن ملف تحديث مستندات فريق. خطوة فريق معايير طلب بيانات ملف فريق توصيل بيانات عميل مستندات.,2015-10-11,2018-09-23,أحمد الخالدي,2,6,موافقة فني مستندات حالة بيانات تقرير.,63.06,96 سم × 4 سم × 94 سم,حديد,أصفر
55,مؤسسة الحلول الرقمية,ox3skc6i@solix-agent.ai,+966 573103598,شارع الملك عبد العزيز، الرياض، 98811,معالجة تقرير فاتورة شحن توصيل مالي.,872.06,99,إلكترونيات,معالجة متابعة نظام تحديث شحن. حالة فني تسليم توصيل معايير. مراجعة معالجة تقرير دعم معالجة معالجة حالة معايير.,2024-04-12,2023-05-28,زينب الخالدي,2,7,موقع سائق تحديث فاتورة تقرير موافقة.,43.01,23 سم × 15 سم × 43 سم,زجاج,أسود
56,مجموعة الفوزان,mfu7j083@outlook.com,+966 559155698,طريق الملك فهد، الدمام، 71228,حساب مراجعة معالجة معالجة فريق متابعة.,902.9,31,إلكترونيات,مستندات حساب نشط فاتورة معالجة دعم موافقة فاتورة نشط دعم خطوة فاتورة. فاتورة تقرير نظام شحن فريق. تسليم شحن نشط مالي معايير.,2018-07-21,2020-03-14,نور الخالدي,2,8,متابعة مستندات نشط تسليم عمليات معايير.,43.78,29 سم × 36 سم × 13 سم,زجاج,أحمر
57,مجموعة الفوزان,vn6h5on3@datafactory.io,+966 537247198,شارع العليا، القاهرة، 89550,خطوة تأكيد توصيل طلب متابعة مستندات.,357.45,95,ألعاب,بيانات موقع دعم موافقة ملف موافقة. تحديث مستندات حساب بيانات تحديث طلب عميل فني نجاح فاتورة. موافقة شحن فريق نشط شحن نشط عميل بيانات نجاح نشط.,2019-03-18,2024-03-17,يوسف الخالدي,2,10,مستندات موافقة موقع مراجعة مستندات معالجة.,31.04,32 سم × 71 سم × 59 سم,خشب,أحمر
58,شركة الرياض للتجارة,48s6yhc3@gmail.com,+966 597852623,شارع الملك عبد العزيز، الرياض، 95350,تأكيد حساب دعم نجاح حالة مالي.,244.56,67,ملابس,معالجة سائق معالجة نشط توصيل حالة سائق. تحديث معايير معايير معايير معالجة خطوة فني تسليم موافقة عميل. عميل متابعة مراجعة حساب دعم موافقة عميل حساب. معالجة فاتورة فريق تحديث ملف معالجة نظام توصيل متابع,2021-01-07,2022-08-05,يوسف محمود,5,149,تسليم خطوة سائق طلب فريق تسليم.,76.21,86 سم × 28 سم × 66 سم,حديد,أخضر
59,شركة الرياض للتجارة,lzjk4msn@example.com,+966 507992752,شارع التخصصي، جدة، 87647,فاتورة بيانات عمليات شحن طلب عمليات.,549.92,17,رياضة,نشط عميل موافقة تحديث طلب تقرير. توصيل موقع نجاح مستندات مستندات فني مالي مراجعة مراجعة نظام.,2015-11-19,2026-11-26,ليلى رضوان,2,6,سائق فني سائق نظام مراجعة بيانات.,93.62,42 سم × 45 سم × 62 سم,بلاستيك,أزرق
60,شركة التقنية المتقدمة,rxw5wije@example.com,+966 529479983,شارع التخصصي، الدمام، 17491,مراجعة موافقة نشط نظام عميل موقع.,724.92,82,رياضة,تحديث فني نجاح مراجعة دعم نشط حالة فاتورة نظام مستندات. تقرير تقرير نظام مالي خطوة بيانات مراجعة عميل. موافقة مراجعة حساب فاتورة موقع. حساب مالي توصيل تسليم موقع.,2015-01-28,2019-05-05,عمر الرشيد,4,73,طلب عمليات نظام نجاح عمليات نشط.,94.08,57 سم × 6 سم × 28 سم,خشب,أخضر
61,مجموعة الفوزان,2u6djx6t@outlook.com,+966 506287793,شارع العليا، الدمام، 80867,سائق معالجة بيانات حالة نشط حالة.,719.41,42,ألعاب,سائق عميل نشط تأكيد عميل. شحن تقرير عميل معالجة طلب موافقة. تأكيد تقرير سائق عميل حالة.,2025-11-11,2026-02-17,ياسمين سليمان,5,471,تحديث شحن فني فاتورة توصيل تقرير.,17.48,28 سم × 44 سم × 84 سم,زجاج,أزرق
62,شركة التقنية المتقدمة,13jsyr9x@example.com,+966 572389639,شارع الملك عبد العزيز، الدمام، 62996,فريق حالة مستندات تأكيد فاتورة سائق.,589.68,34,ألعاب,فريق فني عمليات حساب معالجة نشط. طلب خطوة طلب طلب مستندات مستندات مالي موافقة مراجعة. حساب مالي تقرير دعم حالة ملف نجاح نجاح دعم معايير تحديث.,2023-11-14,2023-11-25,خالد الرشيد,2,2,موقع تحديث عميل معايير مراجعة توصيل.,87.47,30 سم × 62 سم × 75 سم,زجاج,أخضر
63,مجموعة الفوزان,uksccx8j@gmail.com,+966 529809203,طريق الملك فهد، الإسكندرية، 33028,تأكيد دعم طلب نظام فريق موافقة.,427.89,77,ملابس,خطوة فاتورة نجاح نظام فني شحن. تسليم حساب مستندات حالة تقرير طلب حالة موافقة نشط دعم معالجة. طلب مالي تقرير موافقة حالة خطوة تقرير نظام عمليات مالي مالي. فني تقرير موقع موافقة نظام تسليم مستندات عميل ,2015-03-19,2015-02-21,محمد العتيبي,1,3,فني حالة سائق حالة نجاح نظام.,73.74,92 سم × 89 سم × 62 سم,زجاج,أحمر
64,مجموعة الفوزان,y5ozk681@solix-agent.ai,+966 539946551,شارع التخصصي، دبي، 67589,سائق معالجة نشط دعم نظام عميل.,498.73,57,ملابس,نشط شحن موقع عمليات شحن دعم حالة معالجة شحن. شحن متابعة حساب تحديث حساب حساب حساب تسليم فريق. حالة فريق متابعة مستندات خطوة تحديث.,2020-12-17,2020-06-27,علي محمود,3,3,مستندات متابعة معايير ملف بيانات متابعة.,25.28,97 سم × 1 سم × 27 سم,بلاستيك,أصفر
65,شركة الرياض للتجارة,fb1nsg2s@yahoo.com,+966 525610336,شارع الملك عبد العزيز، الدمام، 25435,متابعة شحن سائق نشط معايير حساب.,886.9,32,إلكترونيات,عميل موقع شحن فني حساب خطوة تحديث تسليم تقرير معالجة مالي حالة. تأكيد نجاح مستندات تحديث موافقة معايير نشط تسليم مستندات موقع.,2017-04-12,2026-11-27,طارق الغانم,3,5,مستندات تحديث فني فريق نجاح متابعة.,6.73,62 سم × 77 سم × 3 سم,زجاج,أزرق
66,مجموعة الفوزان,22fxip9t@outlook.com,+966 561431280,طريق الملك فهد، جدة، 78750,مالي حساب عمليات مستندات نجاح حالة.,338.71,13,رياضة,طلب مالي دعم موقع تسليم تسليم نشط. مالي خطوة متابعة موافقة مراجعة توصيل بيانات تسليم حالة معايير معايير. تقرير نظام نجاح سائق نشط مالي تأكيد ملف متابعة نشط عمليات. نشط فني مراجعة دعم خطوة عمليات تقرير,2024-01-22,2022-06-21,زينب الشافعي,3,6,تقرير نشط موقع تقرير فني طلب.,26.8,70 سم × 72 سم × 27 سم,بلاستيك,أسود
67,شركة التقنية المتقدمة,3j0qyw67@yahoo.com,+966 533744395,شارع التخصصي، مكة المكرمة، 60026,توصيل فني نجاح موافقة ملف حالة.,231.41,33,رياضة,فني شحن تقرير معايير نظام موافقة فني حساب حساب تقرير. معالجة بيانات حالة حساب موافقة متابعة دعم. حساب تقرير تأكيد مالي معايير ملف سائق دعم دعم تحديث.,2018-09-16,2017-07-10,ياسمين سليمان,5,935,نشط معايير عميل موقع ملف طلب.,91.22,9 سم × 62 سم × 37 سم,بلاستيك,أسود
68,مؤسسة الحلول الرقمية,cauk0pl9@yahoo.com,+966 574823718,شارع جامعة الدول العربية، دبي، 17932,عميل تأكيد نشط معايير موافقة عمليات.,674.84,60,ألعاب,شحن شحن حساب تحديث خطوة خطوة معالجة فريق حالة سائق موقع فريق. تأكيد حساب موافقة فني خطوة موافقة طلب تحديث ملف نجاح موافقة.,2025-06-19,2017-04-14,منى سليمان,2,9,مستندات مالي تسليم توصيل سائق تسليم.,63.32,97 سم × 51 سم × 44 سم,بلاستيك,أحمر
69,شركة التقنية المتقدمة,7zsblz7g@datafactory.io,+966 599494794,طريق الملك فهد، الدمام، 90311,مراجعة مراجعة خطوة بيانات عميل مراجعة.,663.89,3,إلكترونيات,تسليم دعم عمليات معالجة مراجعة. توصيل نجاح تحديث تسليم فريق. طلب نشط مالي تقرير عمليات موافقة فني دعم ملف خطوة طلب. تسليم فني نظام موافقة دعم تقرير مالي موقع تأكيد.,2023-02-26,2016-03-04,عمر العتيبي,5,690,تحديث طلب نظام فاتورة حالة معايير.,72.11,24 سم × 79 سم × 59 سم,خشب,أخضر
70,شركة الرياض للتجارة,t9gkkbwm@datafactory.io,+966 544455887,شارع جامعة الدول العربية، الإسكندرية، 27957,دعم حالة سائق دعم بيانات معالجة.,475.85,87,رياضة,عميل دعم نشط توصيل عميل شحن متابعة نظام. ملف دعم مالي شحن نجاح فاتورة بيانات حالة تحديث حساب مراجعة.,2022-05-07,2024-07-17,عبدالله الحربي,4,25,حساب دعم فني حالة بيانات مراجعة.,25.72,32 سم × 96 سم × 88 سم,بلاستيك,أخضر
71,شركة الرياض للتجارة,9omosnef@datafactory.io,+966 558018694,شارع العليا، الرياض، 36596,حالة مستندات سائق تأكيد فاتورة فريق.,561.31,58,إلكترونيات,فني خطوة حساب نظام تسليم. موقع متابعة عمليات معايير توصيل معايير. معايير توصيل نشط طلب مراجعة متابعة متابعة معايير تسليم. عمليات فني عميل سائق نشط فني.,2021-08-14,2021-11-10,طارق المصري,1,5,نظام مالي مستندات فاتورة موقع عمليات.,71.94,52 سم × 62 سم × 58 سم,حديد,أحمر
