hospital_id,hospital_name,email,phone_number,address,number_of_doctors,number_of_beds,hospital_type,establishment_date,notes,average_rating,price_per_day,total_capacity,number_of_nurses,number_of_departments,is_emergency_available
77,مجموعة الفوزان,8a3831i0@solix-agent.ai,+966 559514800,شارع العليا، الإسكندرية، 14287,333,2075,حكومي,2024-05-17,نظام شحن نشط دعم تأكيد عميل فاتورة خطوة خطوة مالي. موقع عمليات دعم حساب توصيل. فريق نظام مراجعة مراجعة متابعة حالة فني سائق تأكيد شحن.,2.23,1961,1660,575,44,لا
78,شركة الرياض للتجارة,ha8dxila@yahoo.com,+966 508129596,شارع الملك عبد العزيز، جدة، 85616,976,3495,جامعي,2018-09-11,دعم نجاح شحن نظام سائق بيانات سائق. معايير مستندات موافقة بيانات حالة مراجعة. معايير موقع سائق فريق توصيل. سائق حساب عميل مراجعة فاتورة عمليات دعم.,5.0,2704,2796,2383,9,نعم
79,مؤسسة الحلول الرقمية,jzash6fg@example.com,+966 547049127,شارع جامعة الدول العربية، مكة المكرمة، 73146,237,3104,خاص,2015-11-13,خطوة عميل موافقة خطوة عمليات مستندات عميل. تقرير تقرير شحن دعم ملف توصيل توصيل.,1.98,1919,2483,1638,14,لا
80,مجموعة الفوزان,0qo4lqir@example.com,+966 576891949,شارع العليا، دبي، 93382,58,2783,حكومي,2022-01-14,معالجة مستندات خطوة معالجة عميل فاتورة نشط شحن مراجعة حساب فريق. طلب فني تأكيد فني حالة طلب فاتورة. حالة موافقة توصيل معايير طلب مستندات خطوة حساب نظام تأكيد. تحديث نشط توصيل توصيل فني.,1.26,1839,2226,2660,18,نعم
81,شركة التقنية المتقدمة,fvmmiyd2@example.com,+966 528800582,طريق الملك فهد، دبي، 52668,261,2762,جامعي,2025-02-13,تحديث مالي فريق حالة معالجة مالي شحن نظام متابعة معالجة. تسليم تسليم موافقة سائق ملف فريق. نشط موافقة ملف تأكيد مستندات مستندات دعم عمليات. توصيل ملف تسليم حالة تسليم طلب تقرير تحديث.,2.22,2009,2210,377,16,نعم
82,شركة الرياض للتجارة,0p81pssl@outlook.com,+966 518064972,شارع الملك عبد العزيز، جدة، 36997,512,4935,جامعي,2015-11-19,نشط تسليم نظام خطوة مالي بيانات فريق عميل نشط تحديث. موقع حساب موافقة مستندات شحن مالي تسليم ملف.,3.39,3634,3948,2264,26,نعم
83,مجموعة الفوزان,kyvkjg9m@example.com,+966 531246281,شارع جامعة الدول العربية، الدمام، 14875,697,714,حكومي,2021-12-23,شحن نظام فريق فني نجاح فاتورة معايير حساب عميل معالجة تأكيد توصيل. شحن نظام طلب حساب عميل حساب تأكيد دعم نشط عمليات فاتورة. حساب معايير طلب سائق تحديث خطوة نشط نشط شحن مالي. طلب سائق فاتورة دعم تسليم ,3.82,2696,571,999,47,نعم
84,شركة الرياض للتجارة,c3v1u93h@gmail.com,+966 561345124,طريق الملك فهد، الدمام، 63130,986,2013,جامعي,2025-10-02,ملف مالي ملف نشط حالة نجاح خطوة فاتورة توصيل فاتورة بيانات مستندات. فاتورة فني مالي موقع ملف عميل بيانات فاتورة. شحن تأكيد نجاح عميل مالي فني متابعة نشط مراجعة نجاح خطوة ملف.,4.87,4741,1610,730,13,لا
85,مجموعة الفوزان,reinftcg@gmail.com,+966 566895981,شارع التخصصي، مكة المكرمة، 22606,527,3159,جامعي,2025-05-13,ملف تسليم متابعة تأكيد عمليات تحديث نشط طلب فاتورة خطوة دعم. خطوة تسليم متابعة متابعة تحديث فريق. طلب حساب توصيل بيانات حساب.,3.16,3756,2527,634,28,نعم
86,شركة التقنية المتقدمة,tzsqts0a@outlook.com,+966 526944108,طريق الملك فهد، مكة المكرمة، 88734,513,4327,خاص,2026-04-27,تقرير دعم تقرير سائق سائق متابعة. سائق حساب معالجة نظام توصيل مستندات حساب تأكيد معالجة موقع موقع تحديث. تحديث حساب متابعة مستندات مستندات مستندات فاتورة.,3.16,2442,3462,265,17,لا
87,شركة التقنية المتقدمة,d7ypf478@gmail.com,+966 508304725,شارع جامعة الدول العربية، القاهرة، 63991,735,433,جامعي,2023-10-09,معايير فني شحن موافقة مستندات مراجعة تقرير نجاح مستندات موقع. بيانات فريق توصيل موافقة بيانات ملف خطوة حالة.,4.04,2123,346,1675,35,نعم
88,شركة الرياض للتجارة,aqio6u1d@example.com,+966 576293660,شارع العليا، الدمام، 20800,26,2672,خاص,2020-12-20,فني نظام عمليات نجاح معالجة موافقة. نجاح مستندات ملف مراجعة فريق خطوة.,1.0,1479,2138,1426,5,نعم
89,مجموعة الفوزان,d21taz80@outlook.com,+966 563704412,شارع التخصصي، الدمام، 98016,772,3654,جامعي,2017-02-15,متابعة حالة نجاح خطوة دعم متابعة توصيل تقرير نظام توصيل. دعم سائق فاتورة فاتورة دعم شحن فني. متابعة تأكيد فاتورة طلب معالجة معالجة. دعم توصيل طلب مراجعة عمليات طلب.,4.2,2145,2923,1086,12,لا
90,شركة الرياض للتجارة,zb9i9q2z@datafactory.io,+966 568224793,شارع الملك عبد العزيز، القاهرة، 29471,583,2456,خاص,2026-11-02,خطوة فني موافقة شحن ملف نجاح حالة فني بيانات. فني سائق عميل عمليات حساب تحديث حالة حساب فني طلب. تأكيد حالة عميل دعم ملف دعم فريق. شحن طلب ملف معالجة معالجة بيانات تقرير معايير متابعة شحن حساب.,3.38,2197,1965,1537,42,لا
91,شركة التقنية المتقدمة,ad6bvhp0@solix-agent.ai,+966 507449469,شارع التخصصي، الرياض، 77281,575,3644,حكومي,2026-06-07,تقرير مراجعة نظام بيانات حساب مستندات معالجة. دعم خطوة طلب حساب فني تقرير. معايير نشط عمليات خطوة تقرير مراجعة فريق خطوة بيانات متابعة دعم. معالجة تقرير فاتورة حالة سائق فريق معالجة ملف مستندات.,3.13,1765,2915,1318,29,نعم
92,شركة التقنية المتقدمة,q6bchuy7@gmail.com,+966 547935766,شارع الملك عبد العزيز، الدمام، 61424,841,955,خاص,2020-12-08,سائق نظام فني تقرير دعم بيانات تحديث تأكيد مالي مستندات توصيل. حالة فني موقع بيانات نشط تسليم حساب. فاتورة معالجة تأكيد حالة عميل عميل تأكيد نشط فريق مستندات تقرير نظام.,4.51,4515,764,804,32,لا
93,مؤسسة الحلول الرقمية,v4yeccn6@gmail.com,+966 503136591,شارع جامعة الدول العربية، الدمام، 33266,371,1136,جامعي,2026-04-26,فريق فني شحن فني متابعة بيانات نجاح متابعة بيانات عمليات. طلب شحن موقع فني دعم نجاح معايير بيانات حساب عميل.,2.63,816,909,255,41,نعم
94,مؤسسة الحلول الرقمية,1fytrsyu@datafactory.io,+966 591706744,شارع جامعة الدول العربية، الدمام، 26571,759,4052,حكومي,2022-02-11,متابعة بيانات متابعة معايير عمليات تقرير نجاح موقع. خطوة نظام طلب عمليات حساب خطوة عميل معايير تسليم نظام فريق تأكيد. شحن موقع موافقة طلب عميل شحن بيانات طلب تأكيد توصيل. مستندات فريق نشط تحديث نجاح ف,4.05,808,3242,1756,7,لا
95,مؤسسة الحلول الرقمية,ozy97lrp@yahoo.com,+966 501235541,طريق الملك فهد، القاهرة، 42297,602,2333,جامعي,2020-02-23,طلب تحديث حساب تسليم مستندات نشط معايير معالجة حالة سائق. فاتورة فريق دعم تحديث بيانات ملف متابعة.,3.51,4085,1866,1712,8,لا
96,مجموعة الفوزان,tt23zu0i@example.com,+966 522331671,طريق الملك فهد، الإسكندرية، 91065,572,311,حكومي,2023-01-20,شحن خطوة ملف مستندات خطوة بيانات تأكيد تحديث نظام خطوة سائق توصيل. متابعة خطوة خطوة تقرير دعم حالة موقع. طلب تحديث متابعة تأكيد مستندات ملف حالة.,3.21,1570,249,1987,14,نعم
97,مجموعة الفوزان,cwf94g9y@gmail.com,+966 513961754,شارع جامعة الدول العربية، الدمام، 68666,294,4801,خاص,2024-10-24,شحن نجاح تسليم معايير حساب. معالجة حساب فاتورة مستندات تسليم طلب موافقة ملف مالي. مالي طلب معالجة تسليم عميل مراجعة خطوة. بيانات معالجة ملف دعم توصيل طلب فريق دعم نشط دعم حالة حالة.,2.28,4774,3841,1515,45,نعم
98,مؤسسة الحلول الرقمية,8hxdzs76@gmail.com,+966 592303320,شارع الملك عبد العزيز، جدة، 93630,263,1775,حكومي,2020-12-06,تسليم تحديث مستندات نظام ملف فني تقرير دعم عمليات عمليات موقع موقع. شحن عميل موافقة شحن فاتورة نظام تقرير تأكيد موقع.,1.99,350,1420,2812,44,نعم
99,شركة التقنية المتقدمة,msgj9mfr@example.com,+966 503653455,شارع التخصصي، مكة المكرمة، 57631,590,2152,حكومي,2016-10-20,تأكيد معايير موقع مستندات نظام طلب موافقة. فاتورة نظام موقع تأكيد نشط بيانات حساب ملف مالي. نظام معالجة مراجعة فريق نظام معايير عمليات عمليات ملف.,3.3,823,1722,1691,24,لا
100,مجموعة الفوزان,wmtlugd6@example.com,+966 566710124,طريق الملك فهد، جدة، 11832,564,3880,حكومي,2026-05-09,فريق خطوة خطوة تسليم فني. نشط متابعة سائق خطوة موقع بيانات عميل مالي. دعم عمليات فاتورة فريق طلب نجاح عمليات تقرير تقرير خطوة عميل.,3.29,3127,3104,2269,26,نعم
101,شركة الرياض للتجارة,siqxgcoi@solix-agent.ai,+966 518379773,شارع جامعة الدول العربية، مكة المكرمة، 92013,167,1112,جامعي,2024-05-11,نجاح نجاح فريق تأكيد خطوة ملف متابعة عميل. نظام بيانات فني مراجعة تأكيد معايير نشط. فريق مراجعة نشط ملف بيانات فريق تأكيد. شحن نجاح معالجة موقع مراجعة نجاح فريق دعم معايير فريق حالة.,1.38,2221,890,1512,50,نعم
